id	all	words	word_ids
26	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner said. 	['early', 'task', 'will', 'be', 'to', 'make', 'sure', 'the', 'newfound', 'microbes', 'were', 'not', 'introduced', 'while', 'drilling', 'through', 'ice', 'into', 'lake', 'which', 'involved', 'a', 'hot-water', 'technique', 'designed', 'greatly', 'reduce', 'or', 'eliminate', 'any', 'contamination', 'that', 'might', 'come', 'from', 'other', 'kerosene-based', 'technology', 'christner', 'said']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]
27	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesnÕt stop there. 	['similar', 'but', 'even', 'more', 'striking', 'is', 'the', 'evidence', 'from', 'athletic', 'training', 'as', 'with', 'rehearsing', 'a', 'piece', 'on', 'piano', 'practicing', 'complex', 'physical', 'task', 'in', 'mind', 'alone', 'nearly', 'effective', 'learning', 'strategy', 'actually', 'physically', 'doing', 'it', 'does', 'stop', 'there']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]
28	A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers. Eventually, in 1925, it was decided that summer time should begin on the day following the third Saturday in April and close after the first Saturday in October.	['bill', 'was', 'drafted', 'and', 'introduced', 'into', 'parliament', 'several', 'times', 'but', 'met', 'with', 'great', 'opposition', 'mostly', 'from', 'farmers', 'eventually', 'in', '1925', 'it', 'decided', 'that', 'summer', 'time', 'should', 'begin', 'on', 'the', 'day', 'following', 'third', 'saturday', 'april', 'close', 'after', 'first', 'october']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]
29	When early Europeans discovered Easter Island, its somewhat isolated ecosystem was suffering from the effects of limited natural resources, deforestation, and overpopulation. Over the following years the island's population of four thousand or so was slowly eroded by Western disease and deportation by slave traders. 	['early', 'europeans', 'discovered', 'easter', 'island', 'its', 'somewhat', 'isolated', 'ecosystem', 'was', 'suffering', 'from', 'the', 'effects', 'of', 'limited', 'natural', 'resources', 'deforestation', 'and', 'overpopulation', 'over', 'following', 'years', 'population', 'four', 'thousand', 'or', 'so', 'slowly', 'eroded', 'by', 'western', 'disease', 'deportation', 'slave', 'traders']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]
30	Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests. But it can block key receptors in the brain and trigger production of a steroid that interferes with brain functions critical to learning and memory. 	['drinking', 'may', 'not', 'necessarily', 'kill', 'or', 'even', 'damage', 'brain', 'cells', 'as', 'commonly', 'thought', 'a', 'new', 'animal', 'study', 'suggests', 'but', 'it', 'can', 'block', 'key', 'receptors', 'in', 'the', 'and', 'trigger', 'production', 'of', 'steroid', 'that', 'interferes', 'with', 'functions', 'critical', 'to', 'learning', 'memory']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]
31	When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor, which would make them easy for housekeepers to spot. Other travelers neatly fold them, or hang them from the shower curtain pole.	['preparing', 'to', 'check', 'out', 'of', 'their', 'hotel', 'room', 'some', 'frequent', 'travelers', 'pile', 'up', 'used', 'bath', 'towels', 'on', 'the', 'bathroom', 'floor', 'which', 'would', 'make', 'them', 'easy', 'for', 'housekeepers', 'spot', 'other', 'neatly', 'fold', 'or', 'hang', 'from', 'shower', 'curtain', 'pole']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]
32	In no celestial hurry, Neptune has just completed its first orbit around the sun since being discovered 165 years ago by Earthlings. As Space.com notes, the big blue-green gas bag is the only planet in our solar system to be discovered by mathematics.	['no', 'celestial', 'hurry', 'neptune', 'has', 'just', 'completed', 'its', 'first', 'orbit', 'around', 'the', 'sun', 'since', 'being', 'discovered', '165', 'years', 'ago', 'by', 'earthlings', 'as', 'space.com', 'notes', 'big', 'blue-green', 'gas', 'bag', 'is', 'only', 'planet', 'in', 'our', 'solar', 'system', 'to', 'be', 'mathematics']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]
33	When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent. That works when a skunk faces a natural predator in the wild, but it's not as helpful when faced with, let's say, an oncoming car.	['attacked', 'a', 'skunk', 'natural', 'inclination', 'is', 'to', 'turn', 'around', 'lick', 'its', 'tail', 'and', 'spray', 'noxious', 'scent', 'that', 'works', 'when', 'faces', 'predator', 'in', 'the', 'wild', 'but', 'it', 'not', 'as', 'helpful', 'faced', 'with', 'let', 'say', 'an', 'oncoming', 'car']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]
34	"Lady Gaga's YouTube account was suspended Thursday. The notice read that the suspension was due to ""multiple or severe violations of YouTube's copyright policy."" The Google Inc.-owned YouTube declined to comment. It's YouTube policy to remove accounts after three copyright violations. "	['gaga', 'youtube', 'account', 'was', 'suspended', 'thursday', 'the', 'notice', 'read', 'that', 'suspension', 'due', 'to', 'multiple', 'or', 'severe', 'violations', 'of', 'copyright', 'policy', 'google', 'inc.', 'declined', 'comment', 'it', 'remove', 'accounts', 'after', 'three']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]
35	The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam and other space station refuse. It was the last job shared by the shuttle and station crews, numbering ten astronauts altogether.	['astronauts', 'used', 'a', 'hefty', 'robotic', 'arm', 'to', 'move', 'the', 'bus-size', 'canister', 'stuffed', 'with', 'nearly', 'three', 'tons', 'of', 'packing', 'foam', 'and', 'other', 'space', 'station', 'refuse', 'it', 'was', 'last', 'job', 'shared', 'by', 'shuttle', 'crews', 'numbering', 'ten', 'altogether']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]
36	Rich investors with no ties to farming, no dirt under their nails, are confident enough to wager big on a patch of earth Ñ betting that it's a smart investment because food will only get more expensive around the world.	['investors', 'with', 'no', 'ties', 'to', 'farming', 'dirt', 'under', 'their', 'nails', 'are', 'confident', 'enough', 'wager', 'big', 'on', 'a', 'patch', 'of', 'earth', 'betting', 'that', 'it', 'smart', 'investment', 'because', 'food', 'will', 'only', 'get', 'more', 'expensive', 'around', 'the', 'world']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
37	John Thornton asked little of man or nature. He was unafraid of the wild. With a handful of salt and a rifle he could plunge into the wilderness and fare wherever he pleased and as long as he pleased. 	['thornton', 'asked', 'little', 'of', 'man', 'or', 'nature', 'he', 'was', 'unafraid', 'the', 'wild', 'with', 'a', 'handful', 'salt', 'and', 'rifle', 'could', 'plunge', 'into', 'wilderness', 'fare', 'wherever', 'pleased', 'as', 'long']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
38	All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening. It is then the job of neurons to rapidly interpret these signals as well as they can, and suggest how to react.	['that', 'the', 'brain', 'has', 'to', 'work', 'with', 'are', 'imperfect', 'incoming', 'electrical', 'impulses', 'announcing', 'things', 'happening', 'it', 'is', 'then', 'job', 'of', 'neurons', 'rapidly', 'interpret', 'these', 'signals', 'as', 'well', 'they', 'can', 'and', 'suggest', 'how', 'react']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
39	That's because when immigrants from a particular cultural group move into a new one, they bring genetic diversity that, if the immigrants have children, get mixed around, changing the new population's gene pool. But the new population's culture doesn't necessarily change. 	['because', 'when', 'immigrants', 'from', 'a', 'particular', 'cultural', 'group', 'move', 'into', 'new', 'one', 'they', 'bring', 'genetic', 'diversity', 'that', 'if', 'the', 'have', 'children', 'get', 'mixed', 'around', 'changing', 'population', 'gene', 'pool', 'but', 'culture', 'does', 'necessarily', 'change']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]
40	Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park, saying they didn't have a business license or the required permits. Morningstar says police also didn't know how the lemonade was made.	['in', 'georgia', 'have', 'shut', 'down', 'a', 'lemonade', 'stand', 'run', 'by', 'three', 'girls', 'trying', 'to', 'save', 'up', 'for', 'trip', 'water', 'park', 'saying', 'they', 'did', 'business', 'license', 'or', 'the', 'required', 'permits', 'morningstar', 'says', 'police', 'also', 'know', 'how', 'was', 'made']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]
41	Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth for its size has some interesting sidebars. The insect is just two millimeters long and yet produces an underwater call that has been measured at 99.2 decibels.	['showing', 'that', 'a', 'tiny', 'european', 'river', 'bug', 'called', 'the', 'water', 'boatman', 'may', 'be', 'loudest', 'animal', 'on', 'earth', 'for', 'its', 'size', 'has', 'some', 'interesting', 'sidebars', 'insect', 'is', 'just', 'two', 'millimeters', 'long', 'and', 'yet', 'produces', 'an', 'underwater', 'call', 'been', 'measured', 'at', '99.2', 'decibels']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]
42	There often seems to be more diving in soccer than in the Summer Olympics. Phantom contact, or the slightest collision, can lead to theatrical belly flops and exaggerated somersaults by players deceptively trying to draw fouls on their opponents, kill time or catch a breather when tired.	['often', 'seems', 'to', 'be', 'more', 'diving', 'in', 'soccer', 'than', 'the', 'summer', 'olympics', 'phantom', 'contact', 'or', 'slightest', 'collision', 'can', 'lead', 'theatrical', 'belly', 'flops', 'and', 'exaggerated', 'somersaults', 'by', 'players', 'deceptively', 'trying', 'draw', 'fouls', 'on', 'their', 'opponents', 'kill', 'time', 'catch', 'a', 'breather', 'when', 'tired']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]
43	Proper ventilation will make a backdraft less likely. Opening a room or building at the highest point allows heated gases and smoke to be released gradually. However, suddenly breaking a window or opening a door is a mistake, because it allows oxygen to rush in, causing an explosion.	['ventilation', 'will', 'make', 'a', 'backdraft', 'less', 'likely', 'opening', 'room', 'or', 'building', 'at', 'the', 'highest', 'point', 'allows', 'heated', 'gases', 'and', 'smoke', 'to', 'be', 'released', 'gradually', 'however', 'suddenly', 'breaking', 'window', 'door', 'is', 'mistake', 'because', 'it', 'oxygen', 'rush', 'in', 'causing', 'an', 'explosion']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]
44	The first step to be taken in studying the history of our country is to form some clear and proper conception of the characteristics and condition of the territory which is now occupied by the American people, as it existed when first discovered and explored by Europeans. 	['first', 'step', 'to', 'be', 'taken', 'in', 'studying', 'the', 'history', 'of', 'our', 'country', 'is', 'form', 'some', 'clear', 'and', 'proper', 'conception', 'characteristics', 'condition', 'territory', 'which', 'now', 'occupied', 'by', 'american', 'people', 'as', 'it', 'existed', 'when', 'discovered', 'explored', 'europeans']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]
45	Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all. Her major contributions were focused on womenÕs rights. Her primary achievement lay in her inspiration and influence of thousands of people promoting the right of women to vote.	['b.', 'anthony', 'spent', 'nearly', 'sixty', 'years', 'of', 'her', 'life', 'devoted', 'to', 'the', 'cause', 'social', 'justice', 'and', 'equality', 'for', 'all', 'major', 'contributions', 'were', 'focused', 'on', 'womens', 'rights', 'primary', 'achievement', 'lay', 'in', 'inspiration', 'influence', 'thousands', 'people', 'promoting', 'right', 'women', 'vote']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]
46	As Earth warms due to the human-caused release of heat-trapping gases into the atmosphere, frozen Arctic soils also warm, thaw and release more carbon dioxide. The added carbon dioxide accelerates Earth's warming, which further accelerates the thawing of Arctic soils and the release of even more carbon dioxide. 	['earth', 'warms', 'due', 'to', 'the', 'human-caused', 'release', 'of', 'heat-trapping', 'gases', 'into', 'atmosphere', 'frozen', 'arctic', 'soils', 'also', 'warm', 'thaw', 'and', 'more', 'carbon', 'dioxide', 'added', 'accelerates', 'warming', 'which', 'further', 'thawing', 'even']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]
47	Unfortunately, for every six water bottles we use, only one makes it to the recycling bin. The rest are sent to landfills or, even worse, they end up as trash on the land and in rivers, lakes, and the ocean. Plastic bottles take many hundreds of years to disintegrate. 	['for', 'every', 'six', 'water', 'bottles', 'we', 'use', 'only', 'one', 'makes', 'it', 'to', 'the', 'recycling', 'bin', 'rest', 'are', 'sent', 'landfills', 'or', 'even', 'worse', 'they', 'end', 'up', 'as', 'trash', 'on', 'land', 'and', 'in', 'rivers', 'lakes', 'ocean', 'plastic', 'take', 'many', 'hundreds', 'of', 'years', 'disintegrate']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]
48	As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars. Concealing more than that amount to transport it into or out of the country is a crime punishable by up to five years in prison in the United States.	['in', 'the', 'united', 'states', 'colombian', 'legislation', 'requires', 'travelers', 'entering', 'country', 'to', 'declare', 'cash', 'excess', 'of', 'ten', 'thousand', 'dollars', 'concealing', 'more', 'than', 'that', 'amount', 'transport', 'it', 'into', 'or', 'out', 'is', 'a', 'crime', 'punishable', 'by', 'up', 'five', 'years', 'prison']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
49	For centuries, time was measured by the position of the sun with the use of sundials. Noon was recognized when the sun was the highest in the sky, and cities would set their clock by this apparent solar time, even though some cities would often be on a slightly different time. 	['centuries', 'time', 'was', 'measured', 'by', 'the', 'position', 'of', 'sun', 'with', 'use', 'sundials', 'noon', 'recognized', 'when', 'highest', 'in', 'sky', 'and', 'cities', 'would', 'set', 'their', 'clock', 'this', 'apparent', 'solar', 'even', 'though', 'some', 'often', 'be', 'on', 'a', 'slightly', 'different']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]
50	When the new world was first discovered it was found to be, like the old, well stocked with plants and animals, and inhabited by a great many tribes and nations of men; and yet the plants and animals, if not the men, were all essentially different from those known in the old world. 	['the', 'new', 'world', 'was', 'first', 'discovered', 'it', 'found', 'to', 'be', 'like', 'old', 'well', 'stocked', 'with', 'plants', 'and', 'animals', 'inhabited', 'by', 'a', 'great', 'many', 'tribes', 'nations', 'of', 'men', 'yet', 'if', 'not', 'were', 'all', 'essentially', 'different', 'from', 'those', 'known', 'in']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]
51	American industry may not know it, but debate in Congress over reforming the federal government's regulatory apparatus may profoundly improve companies' ability to survive. This week the Senate seems poised to join the House in a massive overhaul of the way in which bureaucrats enact regulations that are strangling the life out of companies.	['industry', 'may', 'not', 'know', 'it', 'but', 'debate', 'in', 'congress', 'over', 'reforming', 'the', 'federal', 'government', 'regulatory', 'apparatus', 'profoundly', 'improve', 'companies', 'ability', 'to', 'survive', 'this', 'week', 'senate', 'seems', 'poised', 'join', 'house', 'a', 'massive', 'overhaul', 'of', 'way', 'which', 'bureaucrats', 'enact', 'regulations', 'that', 'are', 'strangling', 'life', 'out']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54]
52	"Stress is a risk factor for both depression and anxiety, he says. ""We don't have data on the specific causes of depression and anxiety in this sample, but it does make sense scientifically that the Millennials who report higher levels of stress in their lives are also reporting higher levels of depression and anxiety. "	['is', 'a', 'risk', 'factor', 'for', 'both', 'depression', 'and', 'anxiety', 'he', 'says', 'we', 'do', 'have', 'data', 'on', 'the', 'specific', 'causes', 'of', 'in', 'this', 'sample', 'but', 'it', 'does', 'make', 'sense', 'scientifically', 'that', 'millennials', 'who', 'report', 'higher', 'levels', 'stress', 'their', 'lives', 'are', 'also', 'reporting']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54]
53	When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount. But a new study finds that it's not how close you feel that matters most, it's whether you are as close as you want to be, even if that's really not close at all.	['it', 'comes', 'to', 'having', 'a', 'lasting', 'and', 'fulfilling', 'relationship', 'common', 'wisdom', 'says', 'that', 'feeling', 'close', 'your', 'romantic', 'partner', 'is', 'paramount', 'but', 'new', 'study', 'finds', 'not', 'how', 'you', 'feel', 'matters', 'most', 'whether', 'are', 'as', 'want', 'be', 'even', 'if', 'really', 'at', 'all']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]
54	At the time the French crown secured much of its revenue by issuing government bonds. In 1727, in order to save money, the state cut the bondsÕ interest rate. The market value of these bonds plummeted, and the market became wary of French credit. The French state was left without an easy way of raising money.	['the', 'time', 'french', 'crown', 'secured', 'much', 'of', 'its', 'revenue', 'by', 'issuing', 'government', 'bonds', 'in', '1727', 'order', 'to', 'save', 'money', 'state', 'cut', 'interest', 'rate', 'market', 'value', 'these', 'plummeted', 'and', 'became', 'wary', 'credit', 'was', 'left', 'without', 'an', 'easy', 'way', 'raising']	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]
55	Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger in a series of canny investments. Soon Voltaire was a very rich man, rich enough to become a moneylender to the powerful and famous, rich enough that he no longer had to stake his financial well-being on that most unreliable and detestable profession, writing.	['himself', 'won', 'around', 'half', 'a', 'million', 'livres', 'large', 'fortune', 'which', 'he', 'then', 'made', 'even', 'larger', 'in', 'series', 'of', 'canny', 'investments', 'soon', 'voltaire', 'was', 'very', 'rich', 'man', 'enough', 'to', 'become', 'moneylender', 'the', 'powerful', 'and', 'famous', 'that', 'no', 'longer', 'had', 'stake', 'his', 'financial', 'well-being', 'on', 'most', 'unreliable', 'detestable', 'profession', 'writing']	[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]
